pagina,categoria,titulo,coordenadas_geograficas,endereco,local,telefone,email,instagram,site,funcionamento,servicos_instalacoes,forma_pagamento,contingente,projetos_sociais,observacoes_criticas,observacoes,texto_bruto,forma_de_acesso,id,latitude,longitude,status_coord,categoria_normalizada,categoria_id,dist_rota_m,km_rota,segmento_rota,ponto_projetado_rota
97,restaurantes e bares em Alter do Chão,Restaurante Lago Verde,"-2.503278, -54.952000","Rua Lauro Sodré, s/n - Praça 7 de Setembro - Centro - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,7h às 21h (diariamente),,,,,,,"Restaurante Lago Verde Coordenadas Geográficas: -2°30’11.8” / -54°57’07.2” Endereço: Rua Lauro Sodré, s/n - Praça 7 de Setembro - Centro - CEP: 68109-000 Funcionamento: 7h às 21h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,140,-2.503278,-54.952,ok,alimentacao,alimentacao,430.3,33.27,656,"[-54.950456, -2.506827]"
97,restaurantes e bares em Alter do Chão,Restaurante Hotel Mirante da Ilha,"-2.502861, -54.953944","Rua Lauro Sodré, 369 - Centro",Vila de Alter do Chão — Santarém/PA,,mirantedailha@globo.com,,,,,"Dinheiro, cartão de crédito, débito",,,,,"Restaurante Hotel Mirante da Ilha Coordenadas Geográficas: -2°30’10.3” / -54°57’14.2” Endereço: Rua Lauro Sodré, 369 - Centro E-mail: mirantedailha@globo.com Forma de Pagamento: Dinheiro, cartão de crédito, débito",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,141,-2.502861,-54.953944,ok,alimentacao,alimentacao,587.0,33.27,656,"[-54.950456, -2.506827]"
97,restaurantes e bares em Alter do Chão,Restaurante Parada Obrigatória,"-2.504639, -54.951194","Rua Dom Macedo, 755 - Centro - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,paradaobrigatoriaadc@gmail.com,,,11h às 23h (diariamente),,,,,,,"Restaurante Parada Obrigatória Coordenadas Geográficas: -2°30’16.7” / -54°57’04.3” Endereço: Rua Dom Macedo, 755 - Centro - CEP: 68109-000 E-mail: paradaobrigatoriaadc@gmail.com Funcionamento: 11h às 23h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,142,-2.504639,-54.951194,ok,alimentacao,alimentacao,256.7,33.27,656,"[-54.950456, -2.506827]"
97,restaurantes e bares em Alter do Chão,Restaurante Piracuí,"-2.503361, -54.952806","Rua Turiano Meira, 28",Vila de Alter do Chão — Santarém/PA,,,,,11h as 16h (diariamente) 192,,,,,,,"Restaurante Piracuí Coordenadas Geográficas: -2°30’12.1” / -54°57’10.1” Endereço: Rua Turiano Meira, 28 Funcionamento: 11h as 16h (diariamente) 192",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,143,-2.503361,-54.952806,ok,alimentacao,alimentacao,465.5,33.27,656,"[-54.950456, -2.506827]"
97,restaurantes e bares em Alter do Chão,Restaurante Tribal,"-2.505139, -54.952389","Tv. Antônio Agostinho Lobato, s/n - Centro - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,tribalrestaurante@hotmail.com,,,11h as 22h (diariamente),,,,,,,"Restaurante Tribal Coordenadas Geográficas: -2°30’18.5” / -54°57’08.6” Endereço: Tv. Antônio Agostinho Lobato, s/n - Centro - CEP: 68109-000 E-mail: tribalrestaurante@hotmail.com Funcionamento: 11h as 22h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,144,-2.505139,-54.952389,ok,alimentacao,alimentacao,285.2,33.27,656,"[-54.950456, -2.506827]"
98,restaurantes e bares em Alter do Chão,Saborai Restaurante,"-2.503528, -54.952056","Tv. Turiano Meira, 55 - Praça 7 de Setembro - Centro - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,11h às 16h das 19h as 23h (terça a domingo),,,,,,,"Saborai Restaurante Coordenadas Geográficas: -2°30’12.7” / -54°57’07.4” Endereço: Tv. Turiano Meira, 55 - Praça 7 de Setembro - Centro - CEP: 68109-000 Funcionamento: 11h às 16h das 19h as 23h (terça a domingo)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,145,-2.503528,-54.952056,ok,alimentacao,alimentacao,407.6,33.27,656,"[-54.950456, -2.506827]"
98,restaurantes e bares em Alter do Chão,Restaurante Farol da Ilha,"-2.502806, -54.952750","Rua Lauro Sodré, s/n - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,11h às 0h (diariamente),,,,,,,"Restaurante Farol da Ilha Coordenadas Geográficas: -2°30’10.1” / -54°57’09.9” Endereço: Rua Lauro Sodré, s/n - CEP: 68109-000 Funcionamento: 11h às 0h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,146,-2.502806,-54.95275,ok,alimentacao,alimentacao,514.6,33.27,656,"[-54.950456, -2.506827]"
98,restaurantes e bares em Alter do Chão,Restaurante Italiano,"-2.503167, -54.952750",Rua Lauro Sodré - Praça 7 de Setembro - CEP: 68109-000,Vila de Alter do Chão — Santarém/PA,,,,,17h às 23h (diariamente),,,,,,,Restaurante Italiano Coordenadas Geográficas: -2°30’11.4” / -54°57’09.9” Endereço: Rua Lauro Sodré - Praça 7 de Setembro - CEP: 68109-000 Funcionamento: 17h às 23h (diariamente),Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,147,-2.503167,-54.95275,ok,alimentacao,alimentacao,480.2,33.27,656,"[-54.950456, -2.506827]"
98,restaurantes e bares em Alter do Chão,Espaço da Vovó - Cozinha Barraca da Tapioca,"-2.503000, -54.951944","Rua Lauro Sodré, s/n - Praça 7 de Setembro",Vila de Alter do Chão — Santarém/PA,,gabiqueiroz.368@gmail.com 194,,,,,,,,,,"Espaço da Vovó - Cozinha Barraca da Tapioca Coordenadas Geográficas: -2°30’10.8” / -54°57’07.0” Endereço: Rua Lauro Sodré, s/n - Praça 7 de Setembro E-mail: gabiqueiroz.368@gmail.com 194",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,148,-2.503,-54.951944,ok,alimentacao,alimentacao,456.5,33.27,656,"[-54.950456, -2.506827]"
99,restaurantes e bares em Alter do Chão,Caseira,"-2.503806, -54.950778","Rua Turiano Meira, 714 - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,10h as 15h (diariamente),,,,,,,"Caseira Coordenadas Geográficas: -2°30’13.7” / -54°57’02.8” Endereço: Rua Turiano Meira, 714 - CEP: 68109-000 Funcionamento: 10h as 15h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,149,-2.503806,-54.950778,ok,alimentacao,alimentacao,337.8,33.27,656,"[-54.950456, -2.506827]"
99,restaurantes e bares em Alter do Chão,Spetinho & CIA,"-2.504306, -54.950306","Tv. Copacabana, s/n - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,,,,,,,,"Spetinho & CIA Coordenadas Geográficas: -2°30’15.5” / -54°57’01.1” Endereço: Tv. Copacabana, s/n - CEP: 68109-000",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,150,-2.504306,-54.950306,ok,alimentacao,alimentacao,280.8,33.27,656,"[-54.950456, -2.506827]"
99,restaurantes e bares em Alter do Chão,Butikin Alter Restaurante Bar,"-2.502639, -54.955667","Rua Lauro Sodré, 215 - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,9h às 3h (diariamente),,,,,,,"Butikin Alter Restaurante Bar Coordenadas Geográficas: -2°30’09.5” / -54°57’20.4” Endereço: Rua Lauro Sodré, 215 - CEP: 68109-000 Funcionamento: 9h às 3h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,151,-2.502639,-54.955667,ok,alimentacao,alimentacao,742.9,33.27,656,"[-54.950456, -2.506827]"
99,restaurantes e bares em Alter do Chão,Bistrô da Japa,"-2.505889, -54.955833","Tv. São Cristóvão, 290 - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,18h as 2h (diariamente),,,,,,,"Bistrô da Japa Coordenadas Geográficas: -2°30’21.2” / -54°57’21.0” Endereço: Tv. São Cristóvão, 290 - CEP: 68109-000 Funcionamento: 18h as 2h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,152,-2.505889,-54.955833,ok,alimentacao,alimentacao,436.2,34.143,668,"[-54.955232, -2.509766]"
99,restaurantes e bares em Alter do Chão,Restaurante Cabocla,"-2.507389, -54.950500","Tv. Copacabana, 40 - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,11h15 às 16h (diariamente),,,,,,,"Restaurante Cabocla Coordenadas Geográficas: -2°30’26.6” / -54°57’01.8” Endereço: Tv. Copacabana, 40 - CEP: 68109-000 Funcionamento: 11h15 às 16h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,153,-2.507389,-54.9505,ok,alimentacao,alimentacao,2.0,33.208,656,"[-54.9505181, -2.507387]"
100,restaurantes e bares em Alter do Chão,Lanche Dona Glória,"-2.504639, -54.952417","Rua Dom Macedo Costa, 560 - Centro - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,8h às 23h,,,,,,,"Lanche Dona Glória Coordenadas Geográficas: -2°30’16.7” / -54°57’08.7” Endereço: Rua Dom Macedo Costa, 560 - Centro - CEP: 68109-000 Funcionamento: 8h às 23h",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,154,-2.504639,-54.952417,ok,alimentacao,alimentacao,326.6,33.27,656,"[-54.950456, -2.506827]"
100,restaurantes e bares em Alter do Chão,Lanche Sabor do Açaí,"-2.504639, -54.952583","Rua Dom Macedo Costa, 540 – Centro - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,joelstm@hotmail.com,,,9h às 23h,,,,,,,"Lanche Sabor do Açaí Coordenadas Geográficas: 2°30’16.7” / -54°57’09.3” Endereço: Rua Dom Macedo Costa, 540 – Centro - CEP: 68109-000 E-mail: joelstm@hotmail.com Funcionamento: 9h às 23h",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,155,-2.504639,-54.952583,ok,alimentacao,alimentacao,339.2,33.27,656,"[-54.950456, -2.506827]"
100,restaurantes e bares em Alter do Chão,Xbom Burger's & Dog's,"-2.503972, -54.954472","Tv. Antônio Alves, s/n - Centro CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,18h a 0h (diariamente),,,,,,,"Xbom Burger’s & Dog’s Coordenadas Geográficas: 2°30’14.3” / 54°57’16.1” Endereço: Tv. Antônio Alves, s/n - Centro CEP: 68109-000 Funcionamento: 18h a 0h (diariamente)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,156,-2.503972,-54.954472,ok,alimentacao,alimentacao,547.6,33.27,656,"[-54.950456, -2.506827]"
100,restaurantes e bares em Alter do Chão,Sabor da Fruta,"-2.508861, -54.955194","Tv. Antônio Alves, s/n - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,18h às 23h (segunda a domingo),,,,,,,"Sabor da Fruta Coordenadas Geográficas: -2°30’31.9” / -54°57’18.7” Endereço: Tv. Antônio Alves, s/n - CEP: 68109-000 Funcionamento: 18h às 23h (segunda a domingo)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,157,-2.508861,-54.955194,ok,alimentacao,alimentacao,100.7,34.143,668,"[-54.955232, -2.509766]"
100,restaurantes e bares em Alter do Chão,Dogueria do Jorginho,"-2.507889, -54.957278","Tv. Antônio Peres, 499 - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,,,,,17h às 22h (quinta a domingo),,,,,,,"Dogueria do Jorginho Coordenadas Geográficas: -2°30’28.4” / -54°57’26.2” Endereço: Tv. Antônio Peres, 499 - CEP: 68109-000 Funcionamento: 17h às 22h (quinta a domingo)",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,158,-2.507889,-54.957278,ok,alimentacao,alimentacao,308.6,34.143,668,"[-54.955232, -2.509766]"
101,restaurantes e bares em Alter do Chão,Churrasquinho do Plínio,"-2.511980, -54.951804","Rua Raimundo Branco, 2014 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99214-5730,,,,,,,,,,,"Churrasquinho do Plínio Endereço: Rua Raimundo Branco, 2014 - Alter do Chão. Telefone: (93) 99214-5730. Servindo espetinho de carne, frango, coração, com acompanhamento e bebidas geladas.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,159,-2.51198,-54.951804,ok,alimentacao,alimentacao,163.6,32.772,644,"[-54.9505323, -2.5112385]"
105,agências de passagens aéreas,CUICUERA ECOTUR - Receptivo,"-2.504716, -54.949909",Rua Dom Macedo Costa s/n Centro - Alter do Chão- Pará,Vila de Alter do Chão — Santarém/PA,(93)99132-6160 / 99194-1076,cuicuera.passeios2@gmail.com,cuicuera.ecotur,www.cuicuera.com,,,,,,,,"CUICUERA ECOTUR - Receptivo Endereço: Rua Dom Macedo Costa s/n Centro - Alter do Chão- Pará E-mail: cuicuera.passeios2@gmail.com Site: www.cuicuera.com Instagram: cuicuera.ecotur Telefone: (93)99132-6160 / 99194-1076 Atividade principal: Receptivo e passeios turísticos na região dos rios, amazonas e tapajós",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,160,-2.504716,-54.949909,ok,agencia turismo,agencia_turismo,242.5,33.27,656,"[-54.950456, -2.506827]"
107,locadoras de veículos,Yes Santarém- Locadora,"-2.437750, -54.732694","Av. Cuiabá, 2451 – Salé – Caranazal – CEP: 68040-400",Comunidade Caranazal — Santarém/PA,,santarem@yesrentacar.com.br,,www.yesrentacar.com.br,,Frota com 20 carros,,,,,,"Yes Santarém- Locadora Coordenadas Geográficas: -2°26’15.9” / -54°43’57.7” Endereço: Av. Cuiabá, 2451 – Salé – Caranazal – CEP: 68040-400 E-mail: santarem@yesrentacar.com.br Site: www.yesrentacar.com.br Serviços e Equipamentos: Frota com 20 carros",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,161,-2.43775,-54.732694,ok,locadora veiculos,locadora_veiculos,71.9,0.614,17,"[-54.732781, -2.438391]"
108,locadoras de veículos,Locay Aluguel de Carros,"-2.439639, -54.732806","Av. Cuiabá, 2598 - Caranazal - CEP: 68040-358",Comunidade Caranazal — Santarém/PA,,locaycarros@gmail.com,,,24h,Frota com 19 carros,,,,,,"Locay Aluguel de Carros Coordenadas Geográficas: -2°26’22.7” / -54°43’58.1” Endereço: Av. Cuiabá, 2598 - Caranazal - CEP: 68040-358 E-mail: locaycarros@gmail.com Funcionamento: 24h Serviços e Equipamentos: Frota com 19 carros",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,162,-2.439639,-54.732806,ok,locadora veiculos,locadora_veiculos,28.6,0.756,21,"[-54.7325675, -2.439543]"
121,lanchas em alter do chao e rios amazonas e tapajós,ATUFA,"-2.502413, -54.953051",,Vila de Alter do Chão — Santarém/PA,,,,,,,,,,,,em Alter do Chão e Rios Amazonas e Tapajós - ATUFA LISTA DOS ASSOCIADOS PLACA ASSOCIADO 1 Aldenora dos Santos de Jesus 2 Karlen Cleber Gonçalves Marinho 3 Wandson Cardoso da Silva 4 Gilson Graciano Barroso Maia 5 Thiago Rafael Batista da Rocha 6 Jailson Elias Gamboa Tapajós 7 Ionaldo dos Santos 8 Rudivaldo Lima Lopes 9 ATUFA 10 Moisés Sardinha dos Santos 11 Nelisson Farias de Castro 12 Juracy Mota Sousa 13 Paulo Vitor Nogueira Barroso 14 Sérgio Renan Sardinha 15 Jaime Azevedo de Vasconcelos 16 Raimundo Tapajós Siqueira 17 ATUFA 18 Raimundo Rondinele Mota dos Santos 19 José Antonio Pedroso Melo 20 Adriel Holanda Costa 21 Ângela Maria Voluntário 22 Pedroso Vieira Dias 23 Arnaldo Farias de Deus 24 José Edivaldo Rocha da Silva,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,163,-2.502413,-54.953051,ok,alimentacao,alimentacao,569.2,33.27,656,"[-54.950456, -2.506827]"
123,lanchas em alter do chão,Associação de condutores fluviais de alter - ACFA,"-2.502077, -54.954437",,Vila de Alter do Chão — Santarém/PA,(93) 99165-4272,,,,,,,,,,,ASSOCIAÇÃO DE CONDUTORES FLUVIAIS DE ALTER - ACFA - Telefone: (93) 99165-4272 ORD NOME TELEFONE 1 Alain dos Santos de Deus (93)99185-8567 2 Adenildo Sales dos Santos (93)99193-1237 3 Rogério Ted Sardinha (93)99142-5537 4 Arnaldo Dias Gonçalves (65)99932-7308 5 Albino lobato Torres junior (93)99195-0219 6 Sandro Miranda Neves (93)99112-8707 7 Bruno da Silva Costa (93)99185-8678 8 Cleiton de Castro Pereira (93)99162-6682 9 Kelvis Castro (93)99206-1434 10 Davi Sóstenes Lago Oliveira (93)99244-6226 11 Vitor Gabriel do E. S. Teixeira (93)99164-9278 12 Ewerthon Allan Farias Araújo (93)98807-8242 13 Feliciano Lopes Medeiros (93099182-7999 14 Ircledson Pereira dos Santos (93)99130-1680 15 Iracelma Rodrigues Fonseca (93)99165-4272 16 Iracildo Fonseca (93)99123-0431 17 Ivanildo Silva dos Santos (93)99195-6379 18 Joelson Gonçalves Batista (93)99103-1032 19 Keila Miranda Rodrigues (93)99234-2905 20 Leonardo Thiago Silva Fonseca (93)99149-6372 21 Marlon de Sousa Monteiro (93)99244-8185 22 Manoel lucivan Marques (93)99217-8033 23 Reinaldo Silva O. Junior (93)99123-2638 24 Roberto Carlos A. dos Santos (93)99224-5927 25 Roberto lago F. dos Santos (93)99110-7896 26 Rodrigo Fonseca dos Santos (93)99190-8903 27 Vandileuza da Silva (65)99964-4232 28 Waldenilson Santos Silva (93)99109-4685 29 Wilson Gimenes Milan (66)99637-1960,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,164,-2.502077,-54.954437,ok,alimentacao,alimentacao,688.9,33.27,656,"[-54.950456, -2.506827]"
131,"transporte intermunicipal, interestadual e urbano",Cootait,"-2.443205, -54.730813",,Santarém/PA,(93) 99151-0071,,,,,,,,,,,"EMPRESA COOTAIT ENDEREÇO: AV. CUIABÁ, Nº 3360 – ESPERANÇA, SANTARÉM – PA. • FONE: (93) 99151-0071 LOCAL: TERMINAL RODOVIÁRIO HORÁRIO DE SAÍDA: SANTARÉM X URUARÁ 04:00 SANTARÉM X ALTAMIRA 06:30 SANTARÉM X ALTAMIRA 12:00 SANTARÉM X URUARÁ 14:00 SANTARÉM X URUARÁ 17:00 SANTARÉM X ALTAMIRA 19:00",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,165,-2.443205,-54.730813,ok,transporte,transporte,18.0,0.0,1,"[-54.730652, -2.443185]"
131,"transporte intermunicipal, interestadual e urbano",Buburé,"-2.443205, -54.730813",,Santarém/PA,(93) 99202-2446,,,,,,,,,,,"EMPRESA BUBURÉ ENDEREÇO: AV. CUIABÁ, Nº 3360 – ESPERANÇA, SANTARÉM – PA • FONE: (93) 99202-2446 LOCAL: TERMINAL RODOVIÁRIO HORÁRIO DE SAÍDA: SANTARÉM X ITAITUBA 07:00 SANTARÉM X ITAITUBA 09:00 SANTARÉM X ITAITUBA 15:00 SANTARÉM X PROGRESSO 21:00 SANTARÉM X ITAITUBA 22:00",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,166,-2.443205,-54.730813,ok,transporte,transporte,18.0,0.0,1,"[-54.730652, -2.443185]"
131,"transporte intermunicipal, interestadual e urbano",Ouro e Prata,"-2.443205, -54.730813",,Santarém/PA,(93) 99196-6270,,,,,,,,,,,"EMPRESA OURO E PRATA ENDEREÇO: AV. CUIABÁ, Nº 3360 – ESPERANÇA, SANTARÉM – PA • FONE: (93) 99196-6270 LOCAL: TERMINAL RODOVIÁRIO HORÁRIO DE SAÍDA: SANTARÉM X SINOP 06:00",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,167,-2.443205,-54.730813,ok,transporte,transporte,18.0,0.0,1,"[-54.730652, -2.443185]"
131,"transporte intermunicipal, interestadual e urbano",Quaresma Tur,"-2.443205, -54.730813",,Santarém/PA,(93) 99124-8697,,,,,,,,,,,"EMPRESA QUARESMA TUR ENDEREÇO: AV. CUIABÁ, Nº 3360 – ESPERANÇA, SANTARÉM – PA • FONE: (93) 99124-8697 LOCAL: TERMINAL RODOVIÁRIO HORÁRIO DE SAÍDA: SANTARÉM X ITAITUBA 10:40 SANTARÉM X ITAITUBA 14:45 SANTARÉM X ITAITUBA 20:00",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,168,-2.443205,-54.730813,ok,transporte,transporte,18.0,0.0,1,"[-54.730652, -2.443185]"
143,serviços/equipamentos para eventos,Espaço Açaizeiro,"-2.445610, -54.743725","Rua Maia José, 110-Santarenzinho",Santarém/PA,(93) 99123-5585,acaizeiroeventos@gmail.com,"@acaizeiroeventos, Facebook: acaizeirorecepçõeseeventos",,,"Estacionamento próprio, piscina, churrasqueira, Capacidade para 300 pessoas. Eventos: Casamento, Aniversário, Batizado, Formaturas entre outros.",,,,,,"Espaço Açaizeiro Endereço: Rua Maia José, 110-Santarenzinho Telefone: (93) 99123-5585 Instagram: @acaizeiroeventos, Facebook: acaizeirorecepçõeseeventos E-mail: acaizeiroeventos@gmail.com Estrutura: Estacionamento próprio, piscina, churrasqueira, Capacidade para 300 pessoas. Eventos: Casamento, Aniversário, Batizado, Formaturas entre outros.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,169,-2.44561,-54.743725,ok,servicos equipamentos para eventos,servicos_equipamentos_para_eventos,99.5,2.197,58,"[-54.7440733, -2.4447859]"
146,serviços/equipamentos para eventos,Chácara Vila Rica,"-2.485168, -54.822743","Rodovia Everaldo Martins, km-07, 135",Santarém/PA,(93) 99122-8830,,,,,"Espaço bucólico, amplo, ideal para eventos como casamento, bati - zado, aniversário, confraternização, reuniões, estacionamento próprio, igarapé ao fundo, wi-fi, churrasqueira.",,,,,,"Chácara Vila Rica Endereço: Rodovia Everaldo Martins, km-07, 135 Telefone: (93) 99122-8830 Serviços/Estrutura: Espaço bucólico, amplo, ideal para eventos como casamento, bati - zado, aniversário, confraternização, reuniões, estacionamento próprio, igarapé ao fundo, wi-fi, churrasqueira.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,170,-2.485168,-54.822743,ok,servicos equipamentos para eventos,servicos_equipamentos_para_eventos,10.7,12.973,334,"[-54.8227997, -2.48509]"
147,serviços/equipamentos para eventos,Bom Pão Panificadora e Pizzaria,"-2.445454, -54.746549","Av. Engenheiro Fernando Guilhon, 1082- Maracanã",Santarém/PA,(93) 99117-2121,bompaofg@gmail.com,@bompaooficial Facebook: bompaooficial,,,"Dispomos de um salão principal com capacidade para até 180 pessoas, climatizado, wi-fi, estacionamento próprio, T elão, buffet. Eventos: Recepcionamos eventos como aniversário, casamento, confraternização, batiza - dos, entre outros.",,,,,,"Bom Pão Panificadora e Pizzaria Endereço: Av. Engenheiro Fernando Guilhon, 1082- Maracanã Telefone: (93) 99117-2121 E-mail: bompaofg@gmail.com Instagram: @bompaooficial Facebook: bompaooficial Estrutura/Serviços: Dispomos de um salão principal com capacidade para até 180 pesso- as, climatizado, wi-fi, estacionamento próprio, T elão, buffet. Eventos: Recepcionamos eventos como aniversário, casamento, confraternização, batiza - dos, entre outros.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,171,-2.445454,-54.746549,ok,servicos equipamentos para eventos,servicos_equipamentos_para_eventos,35.8,2.48,76,"[-54.7464237, -2.4457504]"
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Linha Alter do Chão — Santarém → Alter do Chão,"-2.4187242963677824, -54.708560347817",Praça Barão de Santarém / Av. Rui Barbosa; confirmar ponto de embarque,Vila de Alter do Chão — Santarém/PA,,,,,"Dias úteis: 07:32–00:05 (horários publicados; confirmar no dia); Sábados e domingos/feriados têm grade própria publicada; confirmar horários, ponto e lotação.","Linha distrital/regular para Alter do Chão; percurso aproximado de 40 min até o Centro de Santarém, conforme guia local.","Tarifa da Linha Alter do Chão: R$ 5,90; estudante: R$ 1,95, conforme Resolução CMT nº 007/2026.",,,,"A saída não é necessariamente do Terminal Rodoviário intermunicipal. Ao chegar em Alter, seguir por transporte terrestre privado ou embarcação para Pindobal. A fonte oficial identifica a autorizatária como Viação Transportes Urbanos Ltda.; plataformas de mobilidade também exibem a linha como 19/Startec.",Fontes: https://transparencia.santarem.pa.gov.br/storage/attachments/resolucao-no-0072026-de-24-de-marco-de-2026-fPyQ44.pdf | https://alterturismo.com/?lang=en,Ônibus — Santarém → Alter do Chão,172,-2.4187242963677824,-54.708560347817,ok,transporte,transporte,3467.3,0.614,17,"[-54.732781, -2.438391]"
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Linha Alter do Chão — Alter do Chão → Santarém,"-2.505757522373398, -54.95336098288163",Terminal de Alter do Chão; confirmar plataforma/ponto,Vila de Alter do Chão — Santarém/PA,,,,,"Dias úteis: 05:30–21:30 (horários publicados; confirmar no dia); Sábados e domingos/feriados têm grade própria publicada; confirmar horários, ponto e lotação.",Retorno regular para Santarém; o itinerário oficial da Linha Alter do Chão mantém o eixo PA-457/Rod. Everaldo Martins.,"Tarifa da Linha Alter do Chão: R$ 5,90; estudante: R$ 1,95, conforme Resolução CMT nº 007/2026.",,,,"Para quem está em Pindobal, não presumir embarque na faixa de areia: confirmar se o veículo atende o ponto da Estrada do Pindobal e, se necessário, retornar primeiro a Alter por carro/transfer ou lancha.",Fontes: https://transparencia.santarem.pa.gov.br/storage/attachments/resolucao-no-0072026-de-24-de-marco-de-2026-fPyQ44.pdf | https://alterturismo.com/?lang=en,Ônibus — Alter do Chão → Santarém,173,-2.505757522373398,-54.95336098288163,ok,transporte,transporte,343.9,33.27,656,"[-54.950456, -2.506827]"
